0,44.6747,-63.5094
1,46.131,-60.1775
2,44.6643,-63.6002
3,44.6643,-63.6002
4,44.6814,-63.6571
5,44.3794,-64.5197
6,43.5269,-65.7368
7,43.5699,-65.576
8,44.6643,-63.6002
9,46.131,-60.1775
10,46.131,-60.1775
11,44.6835,-63.5778
12,44.6344,-63.5822
13,45.7116,-63.2926
14,43.8335,-66.1156
15,45.5354,-64.0393
16,44.5342,-65.7783
17,44.7607,-63.637
18,46.131,-60.1775
19,44.6747,-63.5094
20,44.6643,-63.6002
21,44.6643,-63.6002
22,44.6643,-63.6002
23,44.3794,-64.5197
24,44.6643,-63.6002
25,44.6643,-63.6002
26,44.6643,-63.6002
27,45.1171,-64.4146
28,44.3794,-64.5197
29,44.6747,-63.5094
30,43.8553,-65.9775
31,44.3794,-64.5197
32,44.7607,-63.637
33,44.6344,-63.5822
34,40.5511,-74.4606
35,44.9953,-63.5216
36,46.0872,-61.371
37,44.6643,-63.6002
38,44.6643,-63.6002
39,43.8553,-65.9775
40,44.6676,-63.5487
41,44.7607,-63.637
42,43.6655,-79.4204
43,44.6643,-63.6002
44,45.4994,-73.5703
45,45.9204,-64.3744
46,44.6643,-63.6002
47,45.757,-63.0732
48,46.6495,-61.0394
49,45.7116,-63.2926
50,46.131,-60.1775
51,44.6676,-63.5487
52,44.6814,-63.6571
53,44.6643,-63.6002
54,44.99,-64.95
55,46.0983,-60.7467
56,44.6529,-63.6195
57,44.6529,-63.6195
58,44.6676,-63.5487
59,45.9642,-60.2337
60,44.3794,-64.5197
61,44.6344,-63.5822
62,44.6814,-63.6571
63,44.3794,-64.5197
64,38.6583,-77.2481
65,44.6747,-63.5094
66,44.6529,-63.6195
67,44.3794,-64.5197
68,44.3794,-64.5197
69,44.3,-79.3667
70,43.6129,-65.7777
71,44.6814,-63.6571
72,44.3794,-64.5197
73,45.6907,-61.5039
74,46.131,-60.1775
75,45.0691,-64.4696
76,44.3794,-64.5197
77,45.1334,-63.3465
78,44.6747,-63.5094
79,45.8367,-64.1879
80,46.6495,-61.0394
81,45.369,-63.263
82,45.369,-63.263
83,46.131,-60.1775
84,45.8367,-64.1879
85,44.6643,-63.6002
86,43.6364,-65.4807
87,46.131,-60.1775
88,37.751,-97.822
89,44.6643,-63.6002
90,46.131,-60.1775
91,45.4995,-73.5848
92,38.6583,-77.2481
93,45.0834,-64.3655
94,37.751,-97.822
95,38.6583,-77.2481
96,45.0963,-63.4701
97,45.1171,-64.4146
98,44.6643,-63.6002
99,44.6643,-63.6002
100,46.131,-60.1775
101,44.6344,-63.5822
102,43.8335,-66.1156
103,46.0983,-60.7467
104,47.5196,-52.8117
105,45.7116,-63.2926
106,47.5196,-52.8117
107,47.5196,-52.8117
108,44.6643,-63.6002
109,44.6747,-63.5094
110,44.6747,-63.5094
111,47.4999,-52.9981
112,45.6907,-61.5039
113,45.6913,-60.8386
114,45.6907,-61.5039
115,44.8163,-63.7387
116,46.0983,-60.7467
117,44.3794,-64.5197
118,45.4172,-63.2218
119,45.7317,-61.1418
120,45.369,-63.263
121,45.5579,-62.7129
122,44.9833,-64.9
123,46.131,-60.1775
124,46.1975,-60.1559
125,44.6676,-63.5487
126,43.7549,-65.2409
127,44.6529,-63.6195
128,46.131,-60.1775
129,44.6643,-63.6002
130,44.8163,-63.7387
131,44.3794,-64.5197
132,44.6643,-63.6002
133,46.131,-60.1775
134,46.131,-60.1775
135,44.6643,-63.6002
136,44.6344,-63.5822
137,44.6643,-63.6002
138,44.6643,-63.6002
139,46.0983,-60.7467
140,44.6643,-63.6002
141,44.9969,-64.4493
142,45.5354,-64.0393
143,45.6168,-61.9986
144,45.8367,-64.1879
145,44.6676,-63.5487
146,44.4309,-64.5583
147,44.6529,-63.6195
148,45.9106,-66.6586
149,44.5342,-65.7783
150,46.131,-60.1775
151,44.6747,-63.5094
152,45.6168,-61.9986
153,46.131,-60.1775
154,44.6643,-63.6002
155,44.6814,-63.6571
156,44.7036,-63.5244
157,45.3603,-64.3192
158,44.8833,-63.8333
159,44.7264,-63.6621
160,45.6913,-60.8386
161,45.5834,-62.6486
162,44.6643,-63.6002
163,45.5834,-62.6486
164,46.155,-60.3481
165,45.4869,-75.6157
166,44.7102,-63.5928
167,44.6676,-63.5487
168,44.6643,-63.6002
169,46.131,-60.1775
170,44.6747,-63.5094
171,44.5342,-65.7783
172,46.0983,-60.7467
173,46.131,-60.1775
174,45.4994,-73.5703
175,45.6176,-61.3492
176,44.6529,-63.6195
177,44.6344,-63.5822
178,46.131,-60.1775
179,43.8335,-66.1156
180,44.6643,-63.6002
181,44.6643,-63.6002
182,44.6643,-63.6002
183,44.3794,-64.5197
184,46.131,-60.1775
185,43.6655,-79.4204
186,47.6032,-122.341
187,44.6643,-63.6002
188,44.3794,-64.5197
189,46.131,-60.1775
190,44.3794,-64.5197
191,46.0983,-60.7467
192,45.6168,-61.9986
193,44.6643,-63.6002
194,44.3794,-64.5197
195,44.8748,-63.4702
196,46.131,-60.1775
197,44.7264,-63.6621
198,44.3794,-64.5197
199,43.6655,-79.4204
200,45.369,-63.263
201,53.7006,-114.177
202,44.6747,-63.5094
203,44.6835,-63.5778
204,44.6096,-63.5963
205,43.6129,-65.7777
206,44.6643,-63.6002
207,44.6344,-63.5822
208,44.6643,-63.6002
209,45.5332,-73.6091
210,45.4869,-75.6157
